400,0.0666666666666667
400,0.133333333333333
400,0.2
400,0.26
420,0.0666666666666667
420,0.133333333333333
420,0.2
420,0.26
440,0.0666666666666667
440,0.133333333333333
440,0.2
440,0.26
460,0.0666666666666667
460,0.133333333333333
460,0.2
460,0.26
480,0.0666666666666667
480,0.133333333333333
480,0.2
480,0.26
500,0.0666666666666667
500,0.133333333333333
500,0.2
500,0.26
400,0.0666666666666667
400,0.08
400,0.0933333333333333
400,0.106666666666667
400,0.12
400,0.133333333333333
400,0.146666666666667
400,0.16
400,0.173333333333333
400,0.186666666666667
400,0.2
400,0.213333333333333
400,0.226666666666667
400,0.24
400,0.253333333333333
420,0.0666666666666667
420,0.08
420,0.0933333333333333
420,0.106666666666667
420,0.12
420,0.133333333333333
420,0.146666666666667
420,0.16
420,0.173333333333333
420,0.186666666666667
420,0.2
420,0.213333333333333
420,0.226666666666667
420,0.24
420,0.253333333333333
440,0.0666666666666667
440,0.08
440,0.0933333333333333
440,0.106666666666667
440,0.12
440,0.133333333333333
440,0.146666666666667
440,0.16
440,0.173333333333333
440,0.186666666666667
440,0.2
440,0.213333333333333
440,0.226666666666667
440,0.24
440,0.253333333333333
460,0.0666666666666667
460,0.08
460,0.0933333333333333
460,0.106666666666667
460,0.12
460,0.133333333333333
460,0.146666666666667
460,0.16
460,0.173333333333333
460,0.186666666666667
460,0.2
460,0.213333333333333
460,0.226666666666667
460,0.24
460,0.253333333333333
480,0.0666666666666667
480,0.08
480,0.0933333333333333
480,0.106666666666667
480,0.12
480,0.133333333333333
480,0.146666666666667
480,0.16
480,0.173333333333333
480,0.186666666666667
480,0.2
480,0.213333333333333
480,0.226666666666667
480,0.24
480,0.253333333333333
500,0.0666666666666667
500,0.08
500,0.0933333333333333
500,0.106666666666667
500,0.12
500,0.133333333333333
500,0.146666666666667
500,0.16
500,0.173333333333333
500,0.186666666666667
500,0.2
500,0.213333333333333
500,0.226666666666667
500,0.24
500,0.253333333333333
400,0.2
400,0.26
400,0.32
400,0.38
400,0.44
400,0.5
400,0.56
400,0.62
400,0.68
400,0.74
400,0.78
420,0.2
420,0.26
420,0.32
420,0.38
420,0.44
420,0.5
420,0.56
420,0.62
420,0.68
420,0.74
420,0.78
440,0.2
440,0.26
440,0.32
440,0.38
440,0.44
440,0.5
440,0.56
440,0.62
440,0.68
440,0.74
440,0.78
460,0.2
460,0.26
460,0.32
460,0.38
460,0.44
460,0.5
460,0.56
460,0.62
460,0.68
460,0.74
460,0.78
480,0.2
480,0.26
480,0.32
480,0.38
480,0.44
480,0.5
480,0.56
480,0.62
480,0.68
480,0.74
480,0.78
500,0.2
500,0.26
500,0.32
500,0.38
500,0.44
500,0.5
500,0.56
500,0.62
500,0.68
500,0.74
500,0.78
400,0.133333333333333
400,0.153333333333333
400,0.173333333333333
400,0.193333333333333
400,0.213333333333333
400,0.233333333333333
400,0.253333333333333
400,0.26
420,0.133333333333333
420,0.153333333333333
420,0.173333333333333
420,0.193333333333333
420,0.213333333333333
420,0.233333333333333
420,0.253333333333333
420,0.26
440,0.133333333333333
440,0.153333333333333
440,0.173333333333333
440,0.193333333333333
440,0.213333333333333
440,0.233333333333333
